"GENOTYPES","NAME","DFSI","DFFL","DFBO","SPAD1","SPAD2","RWC","MSI","LAI","SLW","BW","NBP","PH","SCYP","GOT","FL","UI","MIC","TENACITY"
760,"Gen_760",62,119,151,48.4,21.6,41.5435,93.259205,2.18,8.055155,1.138316,56,130,53.19,89.76,21.8,80,4.03,17.7
761,"Gen_761",68,128,178,28.1,25.4,48.208077,45.541602,3.52,7.459292,1.463353,44,149,55.55,90.6,17.11,75,5.94,15.05
762,"Gen_762",61,116,163,46.2,24.0,59.954879,98.924609,4.26,11.919125,1.924963,34,133,57.02,77.76,16.74,72,5.97,17.93
763,"Gen_763",62,112,121,27.3,25.6,59.831427,74.69641,3.7,12.841984,1.928287,60,132,74.96,74.15,17.75,63,4.62,15.81
764,"Gen_764",65,110,125,21.6,20.5,92.516665,57.421823,3.92,9.782967,1.444135,42,143,97.02,62.05,21.73,64,5.88,16.93
765,"Gen_765",69,140,164,39.6,20.3,94.340545,87.925832,1.84,11.853622,1.966836,57,121,61.17,54.55,19.31,76,3.7,15.48
766,"Gen_766",64,134,136,25.5,25.8,82.083717,67.483068,1.38,12.985141,1.382709,39,148,51.66,60.66,16.21,73,4.2,17.41
767,"Gen_767",61,118,113,34.8,29.7,57.878411,86.481289,1.74,7.322811,1.32101,44,148,66.32,58.91,17.75,74,4.39,21.3
768,"Gen_768",66,102,138,36.9,26.2,79.680488,75.985468,1.26,8.728344,1.335546,33,124,85.16,77.93,21.63,67,4.49,16.43
769,"Gen_769",61,119,164,22.9,25.7,77.426824,95.390916,1.48,8.696719,1.940336,38,131,80.61,64.01,17.38,79,5.32,17.99
770,"Gen_770",68,142,162,27.0,24.8,51.211727,64.848992,4.2,6.971443,1.847595,54,146,90.41,88.59,20.37,79,3.36,21.98
771,"Gen_771",67,135,117,30.7,27.1,81.936162,66.193033,3.46,7.167149,1.349428,52,150,88.86,57.9,16.98,77,5.56,19.91
772,"Gen_772",62,133,172,24.3,23.8,66.676376,69.93572,2.1,12.755633,1.629839,45,132,70.63,62.68,15.24,62,3.39,20.26
773,"Gen_773",69,123,145,45.5,21.9,68.096879,59.482766,1.98,10.849269,1.942129,42,144,54.31,81.34,16.54,64,4.61,18.17
774,"Gen_774",61,134,120,21.2,22.8,76.051715,59.5204,3.27,12.628529,1.981328,58,131,63.45,54.16,18.14,67,3.47,15.72
775,"Gen_775",65,107,150,49.9,23.4,45.966097,97.047926,3.43,13.661239,1.580597,52,123,65.98,98.73,15.66,66,4.54,17.38
776,"Gen_776",61,150,138,21.0,26.1,99.387716,69.163115,2.28,9.8499,1.482763,33,123,86.35,80.41,20.22,67,3.08,19.8
777,"Gen_777",70,118,175,41.6,27.3,73.465868,43.95975,4.3,9.835088,1.515106,31,129,73.11,51.28,20.78,68,5.95,21.48
778,"Gen_778",70,123,146,25.7,27.0,88.307097,42.236976,3.12,9.167696,1.644281,60,148,96.53,80.68,16.82,73,3.23,19.86
779,"Gen_779",60,118,110,36.4,29.2,62.507162,44.068589,3.3,14.751684,1.178845,59,150,91.53,77.95,15.2,70,4.15,16.44
780,"Gen_780",66,128,112,45.7,21.3,51.181836,42.809095,1.1,13.363061,1.543625,49,142,91.22,96.23,18.57,80,5.42,17.65
781,"Gen_781",62,142,173,39.7,23.1,66.602036,73.62428,2.14,9.495669,1.426508,38,145,96.86,74.66,18.08,70,3.96,15.15
782,"Gen_782",67,122,134,26.8,20.8,83.668063,50.953561,3.23,13.637397,1.292238,41,147,54.74,69.21,16.55,72,5.13,15.26
783,"Gen_783",65,132,165,39.5,29.6,97.272498,65.552291,1.53,7.076455,1.225532,51,134,62.29,65.75,21.11,80,3.82,15.72
784,"Gen_784",61,119,124,27.8,23.9,68.13031,53.169286,4.81,10.911513,1.489661,48,132,55.18,72.66,17.06,74,5.67,21.45
785,"Gen_785",60,114,123,46.2,25.1,99.721473,64.897652,4.19,13.037341,1.618729,55,150,97.73,88.33,18.51,79,5.21,17.58
786,"Gen_786",69,149,130,28.0,20.3,50.457239,95.878867,2.4,7.946297,1.65801,59,122,91.53,98.17,17.98,63,4.55,17.57
787,"Gen_787",63,130,175,44.5,22.5,90.911595,67.035885,4.16,8.935836,1.4478,37,136,64.06,86.57,15.13,62,3.4,16.02
788,"Gen_788",68,145,117,27.2,26.5,49.856927,70.000986,2.33,11.955139,1.376763,32,137,96.24,59.15,18.47,75,5.18,16.95
789,"Gen_789",66,127,121,27.6,29.1,48.340862,85.134409,3.89,7.22744,1.255888,59,127,73.74,51.02,18.55,74,5.28,21.73
790,"Gen_790",67,107,157,49.7,27.7,60.482048,46.148565,1.42,8.362841,1.47111,50,149,92.67,56.02,19.03,68,5.53,17.26
791,"Gen_791",62,146,157,43.4,22.0,85.198333,99.463894,3.69,6.341191,1.84042,53,136,60.41,72.01,18.69,69,4.34,19.45
792,"Gen_792",70,137,105,23.9,26.5,53.518497,74.869238,2.08,11.828066,1.092942,48,145,64.69,58.36,16.74,79,4.34,19.33
793,"Gen_793",67,145,148,21.0,26.6,95.313659,91.042254,2.97,8.216871,1.583854,41,120,93.91,52.66,20.84,63,5.29,19.46
794,"Gen_794",63,105,139,46.8,24.2,86.014911,58.976207,4.91,14.625048,1.401982,46,126,78.44,90.44,21.55,68,3.84,17.78
795,"Gen_795",70,121,173,34.7,29.0,50.519114,70.408721,4.03,12.249534,1.304712,43,136,73.93,62.74,16.66,66,4.31,17.61
796,"Gen_796",64,118,136,20.1,27.5,62.962299,83.310315,4.13,5.352846,1.326121,49,142,66.66,94.74,19.54,75,3.1,19.63
797,"Gen_797",61,149,127,31.5,27.7,88.692852,60.78763,1.23,5.44633,1.484878,30,146,78.5,72.96,19.59,65,5.26,20.58
798,"Gen_798",60,124,109,50.0,22.9,52.393005,44.416146,3.26,8.183547,1.846932,59,149,98.76,63.06,16.74,64,5.53,16.04
799,"Gen_799",61,103,135,32.1,24.8,89.551478,80.172742,4.19,8.412301,1.360909,56,127,52.51,53.94,18.73,64,5.35,15.48
800,"Gen_800",70,130,126,40.0,29.3,72.189401,76.608979,1.12,12.268551,1.939668,58,141,64.7,54.74,20.31,71,3.49,20.32
801,"Gen_801",69,125,147,34.0,21.3,91.141426,85.089666,1.96,5.614427,1.365738,57,147,81.82,56.56,17.78,76,5.64,18.0
802,"Gen_802",66,130,170,40.9,22.0,69.480279,57.923831,3.93,8.695137,1.924654,43,150,93.53,99.87,16.91,74,5.41,21.88
803,"Gen_803",70,119,125,46.4,23.8,64.280844,48.308439,4.47,6.219945,1.89403,57,137,95.25,88.89,16.67,64,4.61,15.36
804,"Gen_804",61,123,149,40.4,27.0,53.30595,79.003268,1.51,9.627265,1.73805,31,148,93.99,80.78,15.02,69,5.2,16.99
805,"Gen_805",61,124,105,40.9,21.9,95.415743,77.888145,3.88,6.28471,1.465746,44,139,96.98,91.93,20.29,66,3.48,18.43
806,"Gen_806",62,113,167,28.3,28.0,65.377496,66.967371,1.36,10.261012,1.940944,51,139,59.83,84.34,20.58,76,4.18,20.2
807,"Gen_807",69,125,132,32.1,28.1,75.626279,89.38175,2.48,6.468448,1.118609,57,125,66.47,73.96,17.45,65,5.15,21.35
808,"Gen_808",70,120,138,23.8,25.3,54.822778,86.835191,4.62,9.2771,1.725409,32,141,72.26,88.49,20.21,69,5.77,21.75
809,"Gen_809",60,105,132,25.3,24.5,53.72,81.225356,1.1,9.555131,1.912347,40,128,60.55,52.91,16.67,75,3.75,15.14
810,"Gen_810",69,108,169,48.2,20.1,58.370076,51.551627,3.2,5.748115,1.758044,59,137,69.61,83.51,15.85,71,4.93,20.47
811,"Gen_811",61,134,146,34.4,24.6,69.505357,96.048152,1.08,13.43802,1.800889,57,139,68.61,96.76,16.5,76,3.33,18.26
812,"Gen_812",68,133,164,43.8,27.3,71.788753,91.793536,3.65,5.920434,1.207755,45,150,95.88,66.24,20.53,78,3.92,19.36
813,"Gen_813",63,139,131,32.6,28.4,46.20313,54.288635,4.7,7.882999,1.759741,31,141,70.74,98.58,17.47,60,3.29,18.22
814,"Gen_814",67,135,178,24.5,29.5,59.906389,44.461262,1.41,13.315382,1.722874,51,140,75.64,73.74,19.89,75,4.68,15.19
815,"Gen_815",62,111,111,29.3,26.3,65.599259,57.251335,2.72,14.606844,1.179817,51,150,83.47,82.43,19.36,68,5.8,16.28
816,"Gen_816",62,114,141,46.0,22.1,89.241834,40.987123,1.55,10.541723,1.581497,52,145,71.61,63.4,18.57,69,5.85,16.21
817,"Gen_817",65,113,117,45.1,24.2,45.936542,95.978216,1.94,10.649295,1.719122,59,141,54.67,69.65,17.75,66,3.34,18.95
818,"Gen_818",63,116,162,46.8,26.0,99.533894,70.450576,4.74,11.649712,1.279083,44,139,97.64,63.24,20.66,60,5.16,16.81
819,"Gen_819",64,110,153,22.8,20.3,90.128523,95.969533,2.34,10.629785,1.047029,53,139,93.77,61.88,18.45,79,4.22,21.32
820,"Gen_820",61,147,126,38.1,26.3,48.163948,66.466996,3.13,8.785026,1.067557,31,125,97.57,73.52,19.82,62,5.06,17.69
821,"Gen_821",64,135,175,39.8,20.6,90.339315,80.250123,2.39,13.420383,1.952472,41,132,88.09,90.93,15.5,60,4.61,18.4
822,"Gen_822",67,114,170,43.2,27.6,75.154938,69.950635,4.91,7.654484,1.719838,41,132,81.68,97.54,17.14,74,3.62,19.96
823,"Gen_823",60,145,153,25.5,27.9,94.747471,89.965639,3.85,8.577846,1.286769,42,147,66.45,63.92,18.65,71,3.09,19.53
824,"Gen_824",68,135,165,23.8,25.4,84.830097,73.97257,1.29,8.658474,1.694185,53,147,78.21,52.34,15.11,76,5.79,16.98
825,"Gen_825",67,130,154,32.5,22.8,83.959657,86.326388,3.86,13.31877,1.036866,38,131,51.64,85.32,19.64,65,4.34,15.68
826,"Gen_826",62,116,173,23.6,26.6,42.047955,85.96533,4.18,6.617447,1.437183,37,150,67.98,55.65,21.58,63,4.52,16.25
827,"Gen_827",68,115,127,31.3,22.7,57.030822,80.401877,4.69,10.42678,1.935673,40,128,90.72,81.44,16.03,73,4.4,17.73
828,"Gen_828",68,150,126,31.7,28.8,79.852148,46.893332,4.8,14.409305,1.029563,45,128,52.1,64.81,15.0,76,4.21,19.15
829,"Gen_829",69,117,137,25.9,22.1,57.152,66.821095,1.2,7.975154,1.045482,52,139,77.76,69.87,19.79,63,5.7,17.5
830,"Gen_830",68,110,129,29.9,28.3,51.566687,98.190017,4.52,7.568989,1.298825,46,123,66.14,58.01,15.13,80,3.24,17.9
831,"Gen_831",62,117,151,32.3,26.3,61.133504,66.971524,3.22,5.913121,1.565568,53,121,58.32,54.44,18.16,80,4.28,18.45
832,"Gen_832",65,127,115,25.7,23.3,87.57319,77.432011,3.9,11.436483,1.822433,46,148,90.84,82.04,15.66,77,5.09,19.99
833,"Gen_833",60,110,178,29.5,23.1,74.53217,41.82104,4.85,11.558001,1.831398,58,129,88.74,55.34,21.96,78,3.69,17.01
834,"Gen_834",70,116,114,30.8,21.7,98.527314,91.906559,1.48,5.021166,1.045703,54,130,58.37,94.25,19.22,64,5.38,17.89
835,"Gen_835",63,132,175,45.6,22.6,82.290856,85.304381,1.61,11.371754,1.614329,48,120,62.14,76.17,21.3,74,5.37,15.38
836,"Gen_836",70,110,151,39.1,20.6,67.943157,76.633019,1.21,11.006474,1.22103,31,146,87.42,61.62,21.66,65,3.11,17.62
837,"Gen_837",66,116,118,21.5,25.9,53.671995,93.087842,1.97,11.933224,1.692368,39,144,57.32,84.98,21.05,78,3.38,16.08
838,"Gen_838",64,117,151,25.3,24.7,99.65042,58.934969,1.57,5.444242,1.470983,59,138,63.04,59.99,17.34,74,4.01,18.86
839,"Gen_839",64,116,119,27.5,22.8,73.885203,51.072611,2.46,9.194394,1.638575,44,145,83.97,59.12,18.42,77,4.07,19.71
840,"Gen_840",69,150,136,46.9,26.9,75.369439,68.59133,2.0,11.648229,1.061012,41,132,53.22,71.79,17.84,63,3.43,15.06
841,"Gen_841",69,116,155,38.3,28.7,42.9645,64.437892,3.34,5.535415,1.320483,48,143,60.95,51.75,19.54,72,4.29,17.82
842,"Gen_842",67,145,146,31.7,21.6,99.257265,47.017273,3.12,11.677645,1.999986,49,125,58.08,70.33,17.02,73,4.89,16.59
843,"Gen_843",68,133,176,27.0,26.7,51.710907,91.737036,2.63,10.372286,1.618822,57,132,87.78,92.7,15.76,67,3.43,17.12
844,"Gen_844",65,102,162,42.9,21.5,55.251688,82.707137,4.55,11.695781,1.64663,49,130,94.19,75.04,21.84,60,3.62,21.94
845,"Gen_845",63,115,104,24.3,30.0,66.50464,53.984884,2.92,6.800363,1.941019,42,123,54.43,61.77,16.88,68,3.93,21.15
846,"Gen_846",63,150,149,23.7,25.4,53.183381,93.114638,1.92,10.308789,1.369824,41,146,99.9,72.53,15.45,63,4.78,16.53
847,"Gen_847",60,140,160,44.6,22.1,95.068844,96.831578,1.32,10.844446,1.457603,59,138,67.11,88.72,15.08,69,3.26,18.68
848,"Gen_848",64,120,121,49.1,28.3,56.069262,96.189479,3.74,11.206645,1.872262,32,122,57.32,73.14,17.59,64,4.37,21.48
849,"Gen_849",68,120,171,23.1,23.8,42.883026,65.633695,1.27,12.322175,1.465345,31,143,82.34,89.48,18.06,75,4.81,17.23
850,"Gen_850",66,138,177,36.1,28.0,75.750538,92.140381,3.6,10.905134,1.664881,56,143,79.89,64.18,20.23,74,4.03,21.4
851,"Gen_851",69,115,156,35.6,24.5,82.937805,94.912357,2.44,11.409765,1.454763,41,127,93.26,81.17,21.94,67,3.74,20.85
852,"Gen_852",61,144,156,23.1,22.8,86.119632,86.905931,1.3,10.727383,1.848623,50,125,72.64,97.87,21.01,78,5.32,20.55
853,"Gen_853",63,133,136,47.8,22.0,51.932637,95.904258,3.92,6.936935,1.398308,35,137,97.2,66.43,17.72,60,4.9,15.11
854,"Gen_854",62,128,112,44.4,28.6,50.892165,63.065053,1.55,14.599959,1.13046,39,133,86.07,92.65,19.71,77,5.01,17.35
855,"Gen_855",62,149,165,42.2,20.1,50.635439,66.100158,1.31,6.83071,1.481107,36,128,88.32,96.03,21.63,78,3.89,21.48
856,"Gen_856",61,122,129,32.1,24.7,96.019058,52.513872,3.65,12.426659,1.145329,32,143,91.02,93.83,21.76,71,3.04,19.93
857,"Gen_857",70,141,134,22.6,22.4,48.787865,40.939404,2.94,12.094524,1.195272,36,120,66.77,98.9,17.91,72,5.33,17.91
858,"Gen_858",66,150,156,32.3,23.6,92.183193,89.064098,1.41,8.633536,1.226363,40,134,88.25,80.43,17.73,73,4.25,18.29
859,"Gen_859",62,148,110,30.8,29.6,50.34823,40.186303,1.58,12.686412,1.523996,30,127,93.54,94.33,18.86,77,4.74,19.65
860,"Gen_860",67,135,179,37.8,24.3,81.924028,67.941592,2.4,13.495186,1.79022,57,131,51.2,90.83,20.58,67,3.56,15.88
861,"Gen_861",70,131,159,22.8,24.5,76.496628,86.608038,4.12,13.873325,1.671021,47,138,86.96,82.67,18.32,77,3.07,15.6
862,"Gen_862",66,106,126,24.7,27.8,78.65999,58.391132,3.57,9.770671,1.894877,35,133,94.06,62.49,15.24,74,3.89,20.43
863,"Gen_863",67,133,130,28.3,22.6,66.615924,53.810486,3.65,5.699816,1.184456,39,130,55.62,55.5,16.3,70,3.68,19.18
864,"Gen_864",64,125,111,38.0,24.3,40.578239,93.903488,4.46,14.28392,1.785549,46,134,85.03,79.24,17.88,68,4.36,17.32
865,"Gen_865",60,118,115,39.9,22.4,86.842673,73.392769,4.85,7.557796,1.541852,48,131,93.43,81.92,18.98,63,5.42,17.17
866,"Gen_866",64,134,132,42.2,25.6,40.542714,48.246538,3.67,12.889571,1.954782,56,142,61.54,54.79,15.19,74,3.09,21.3
867,"Gen_867",67,148,108,37.8,20.9,85.396878,80.088801,2.98,7.929365,1.961592,60,145,65.85,66.33,20.58,80,3.45,19.68
868,"Gen_868",69,140,138,32.1,22.7,84.31698,47.734198,1.41,7.052505,1.069405,33,138,82.62,60.32,21.83,70,3.78,20.23
869,"Gen_869",69,139,171,39.2,29.7,64.837023,79.452331,4.41,10.418315,1.92061,55,125,61.89,68.7,16.44,77,5.31,17.37
870,"Gen_870",61,124,168,35.5,25.6,85.225345,90.563681,4.69,9.618867,1.130065,47,145,74.73,69.61,17.71,67,3.8,21.67
871,"Gen_871",70,123,149,21.7,22.4,80.716216,54.222373,3.3,10.662572,1.188667,45,130,64.29,64.82,16.57,80,4.08,17.76
872,"Gen_872",61,116,158,29.7,30.0,55.392039,93.095014,2.41,13.303538,1.14783,60,125,57.59,91.34,21.87,60,4.37,19.05
873,"Gen_873",60,111,108,26.7,25.4,96.507134,93.182884,1.16,5.02001,1.813964,53,131,78.47,64.92,18.88,71,5.09,17.13
874,"Gen_874",70,107,157,46.0,28.9,49.043835,71.910749,3.5,14.976963,1.17026,60,145,68.76,55.18,15.2,65,5.25,19.15
875,"Gen_875",70,110,103,23.5,29.8,46.024807,72.113726,2.56,9.822148,1.628036,48,149,68.16,57.46,21.66,76,4.52,15.81
876,"Gen_876",69,144,161,24.8,26.0,49.217354,60.21613,3.77,10.190981,1.955124,42,120,84.45,79.76,20.44,60,5.65,21.92
877,"Gen_877",65,132,116,20.8,21.4,89.485296,69.654681,3.76,5.617541,1.338572,51,130,93.63,55.63,17.15,74,3.83,15.86
878,"Gen_878",68,121,146,49.1,20.7,99.924386,50.03088,3.66,7.292765,1.947787,38,120,76.08,67.07,21.07,77,5.94,18.06
879,"Gen_879",61,115,133,37.6,24.3,62.384054,99.314042,2.53,8.752791,1.447818,33,146,72.1,71.69,20.35,61,3.44,21.26
880,"Gen_880",66,111,165,29.3,27.7,59.181053,59.382321,4.18,9.958542,1.35537,52,125,58.38,63.0,21.68,69,4.73,15.26
881,"Gen_881",63,122,150,21.8,20.4,63.679671,82.896229,1.51,12.866247,1.527468,48,122,82.1,94.37,17.99,61,5.81,18.82
882,"Gen_882",64,130,135,36.7,25.6,75.508113,70.433489,1.73,8.539878,1.35132,38,145,78.79,78.65,19.37,76,4.17,17.18
883,"Gen_883",60,127,153,33.1,24.0,73.347804,90.618743,3.05,12.592907,1.984898,39,143,65.22,73.35,19.23,68,4.64,20.41
884,"Gen_884",66,124,115,31.3,23.7,51.145581,45.804107,4.92,8.993951,1.503486,56,149,58.51,67.16,17.89,79,4.71,15.0
885,"Gen_885",70,112,147,46.8,20.5,47.16392,51.153733,1.59,10.351734,1.976611,55,131,82.62,95.42,19.77,75,3.66,18.71
886,"Gen_886",70,123,116,35.3,27.8,84.782889,49.577758,3.75,12.207887,1.161009,45,148,68.84,71.62,16.44,70,5.13,16.27
887,"Gen_887",65,110,172,36.6,22.5,57.478057,70.682189,2.4,13.058398,1.248215,39,148,66.21,59.85,19.8,66,4.19,21.18
888,"Gen_888",65,113,123,33.3,22.3,61.335242,44.587892,2.92,14.946725,1.826516,55,126,81.91,51.34,19.26,76,3.15,18.44
889,"Gen_889",68,117,160,30.9,24.2,50.227614,42.421993,4.77,12.600028,1.970511,59,146,79.36,61.55,17.12,61,4.06,16.9
890,"Gen_890",64,113,107,20.4,29.8,64.17309,81.038565,3.68,6.104928,1.273608,55,127,66.46,58.5,15.02,69,4.42,15.74
891,"Gen_891",60,111,126,48.3,25.8,81.649191,82.826629,1.21,11.985631,1.305421,37,125,91.55,99.14,17.04,71,5.31,16.12
892,"Gen_892",66,147,139,27.8,25.6,80.278586,96.686101,2.26,14.600926,1.167932,54,126,79.7,51.82,21.13,63,5.76,21.81
893,"Gen_893",70,132,129,47.5,27.4,93.525372,52.794418,1.96,11.139802,1.134359,34,126,94.24,96.77,15.0,69,4.26,20.06
894,"Gen_894",66,107,129,37.1,28.2,91.489048,72.441578,2.5,6.821399,1.212191,46,136,54.39,78.25,17.12,79,3.99,18.49
895,"Gen_895",64,141,134,49.8,28.7,74.31034,61.609056,3.35,8.648432,1.363866,59,124,50.99,63.8,18.03,72,5.78,19.8
896,"Gen_896",67,110,112,45.5,26.4,87.579987,58.343439,1.64,7.840301,1.541942,54,146,56.69,87.83,15.6,61,3.72,17.39
897,"Gen_897",69,137,132,34.8,23.0,86.232549,69.371443,1.27,6.927325,1.079298,30,128,82.29,92.2,19.94,71,4.3,20.14
898,"Gen_898",70,118,152,45.5,25.2,63.66138,48.265569,2.74,11.202698,1.622167,33,125,95.69,95.96,20.86,60,3.41,19.73
899,"Gen_899",63,131,178,24.7,26.7,65.90903,95.609841,2.52,5.666156,1.297432,52,149,58.02,79.7,15.98,65,4.5,15.49
900,"Gen_900",69,146,134,44.6,28.6,78.901122,68.110953,2.89,7.382416,1.188761,40,143,67.01,89.28,16.48,67,5.23,18.37
901,"Gen_901",65,119,163,37.2,25.3,43.01372,48.92804,4.38,10.362288,1.324545,50,139,78.61,71.88,20.88,64,4.85,15.61
902,"Gen_902",68,102,167,32.8,25.7,88.508113,78.630572,3.06,5.321821,1.24383,48,121,98.39,54.69,18.98,77,5.63,19.89
903,"Gen_903",60,118,141,45.0,23.5,45.307508,92.482434,1.92,13.482651,1.878984,36,150,99.81,83.5,17.76,67,3.55,18.31
904,"Gen_904",60,130,102,21.0,21.6,66.930068,88.70686,3.56,8.851275,1.219043,33,123,93.31,80.13,17.94,61,4.93,15.06
905,"Gen_905",61,110,100,24.6,21.2,42.398727,72.309501,4.31,9.572836,1.424349,33,146,69.22,90.49,20.13,72,4.21,15.05
906,"Gen_906",70,105,138,30.6,28.3,91.833996,91.704078,1.39,8.834683,1.344382,46,149,61.77,87.93,21.61,63,3.41,18.05
907,"Gen_907",61,122,145,23.2,29.5,96.836762,74.217485,3.25,7.211508,1.049501,42,136,50.08,91.22,21.68,78,3.3,21.67
908,"Gen_908",63,121,154,26.7,23.7,88.859932,75.395538,2.95,11.517291,1.969602,52,148,73.18,88.2,17.28,76,4.11,21.65
909,"Gen_909",68,142,151,38.9,27.9,67.625206,71.305701,4.23,12.137715,1.259347,58,141,62.77,89.69,19.47,77,4.39,15.36
910,"Gen_910",70,136,175,37.2,23.0,83.151134,63.926578,2.41,6.44864,1.985844,33,141,93.09,83.31,19.99,77,3.86,20.34
911,"Gen_911",61,119,116,37.8,21.2,82.626698,43.426534,3.91,9.366257,1.386931,56,149,94.47,89.14,19.16,65,3.74,18.12
912,"Gen_912",65,145,126,43.1,22.6,82.370691,77.778373,1.86,7.416261,1.563376,58,136,58.67,65.56,18.57,72,4.3,15.41
913,"Gen_913",65,122,122,35.2,26.6,90.694693,78.2561,3.54,9.204712,1.95348,36,124,64.75,55.8,16.75,72,5.18,18.84
914,"Gen_914",69,142,153,44.7,27.3,79.211602,99.331358,4.55,9.979576,1.044256,33,122,61.67,80.35,20.59,76,4.56,16.3
915,"Gen_915",62,114,161,31.3,29.6,64.377734,50.654671,1.73,9.727392,1.357057,31,144,53.62,92.3,15.94,61,4.16,16.44
916,"Gen_916",70,107,148,47.7,22.5,59.336717,55.471466,3.5,12.311321,1.452553,34,147,96.78,73.5,16.5,66,5.89,17.61
917,"Gen_917",70,131,127,28.1,21.4,78.013073,86.842161,1.41,8.994151,1.57039,45,146,86.51,80.5,20.79,68,5.18,17.04
918,"Gen_918",68,102,158,46.8,28.3,93.955098,76.932279,1.75,7.876754,1.493121,32,132,53.83,91.4,15.94,74,5.56,17.0
919,"Gen_919",68,111,152,43.7,28.9,41.165067,92.776889,1.54,7.296095,1.566095,57,146,83.36,83.86,16.78,61,5.58,18.09
920,"Gen_920",69,142,114,33.2,22.5,90.549544,57.436826,2.81,9.802168,1.519626,46,146,74.46,74.56,21.1,79,4.63,18.09
921,"Gen_921",62,108,179,48.4,28.4,40.93668,67.472111,3.66,14.751599,1.22487,40,139,62.47,83.65,20.23,72,4.91,21.88
922,"Gen_922",69,116,133,31.4,20.6,48.40919,64.215563,4.49,12.932831,1.544071,54,144,64.04,97.69,19.69,69,5.18,18.77
923,"Gen_923",64,109,117,37.4,29.7,81.593377,84.800687,4.39,7.037832,1.580074,59,133,58.89,56.47,18.76,79,5.62,20.99
924,"Gen_924",62,113,121,26.3,21.8,70.164647,89.058449,4.63,7.611747,1.796571,36,147,50.0,71.0,19.53,74,4.28,16.71
925,"Gen_925",67,129,167,30.4,21.5,50.438584,42.131164,2.89,14.464961,1.14359,51,127,66.29,77.17,20.38,79,3.88,17.4
926,"Gen_926",70,124,174,46.3,28.3,83.436967,94.723571,4.0,6.155673,1.327472,52,138,53.67,50.49,19.78,73,5.77,16.42
927,"Gen_927",69,108,108,21.6,20.2,57.979827,88.236781,1.1,13.912892,1.176011,39,130,93.62,52.73,18.66,75,4.89,19.61
928,"Gen_928",70,144,121,36.9,20.2,85.952432,60.175634,1.46,7.538736,1.922803,39,126,98.96,70.84,19.0,67,3.24,21.48
929,"Gen_929",67,111,124,43.3,25.7,93.128732,76.145018,4.28,11.500686,1.627792,50,135,63.48,52.03,17.98,68,4.9,21.45
930,"Gen_930",64,139,108,25.8,25.0,70.319135,41.75101,1.73,6.790139,1.757558,42,133,50.26,82.58,18.92,75,4.15,19.18
931,"Gen_931",64,107,166,46.6,20.6,42.124505,73.478624,3.61,7.761621,1.471919,35,139,57.03,92.32,16.27,70,4.83,15.57
932,"Gen_932",64,105,140,22.1,22.5,86.363021,71.374098,2.98,8.559339,1.415052,51,142,51.68,66.48,16.78,74,3.81,21.19
933,"Gen_933",62,138,122,47.6,24.0,61.366663,75.784912,4.38,5.193962,1.875734,32,126,53.22,82.19,16.5,64,4.77,17.11
934,"Gen_934",60,108,142,21.1,26.4,48.457406,99.84971,2.7,14.139294,1.543053,39,133,98.64,94.58,17.93,69,5.88,20.56
935,"Gen_935",70,139,110,47.4,21.2,71.606678,94.502076,4.63,6.911096,1.927636,55,140,82.23,63.18,18.31,76,5.29,21.24
936,"Gen_936",64,137,120,33.7,27.2,48.01189,75.153661,2.91,10.307316,1.54469,59,149,94.93,63.95,18.61,61,4.48,15.36
937,"Gen_937",67,140,120,36.4,29.6,71.032581,42.160637,2.6,5.296436,1.521518,46,140,53.89,97.02,15.89,76,4.43,19.74
938,"Gen_938",67,121,121,30.7,28.5,43.396686,53.128935,2.8,10.900956,1.850906,51,135,56.37,89.37,21.41,68,4.66,18.19
939,"Gen_939",61,112,128,39.0,28.6,51.886755,51.775761,1.91,14.088181,1.578884,37,129,91.53,74.13,21.98,75,4.06,15.89
940,"Gen_940",62,121,120,24.2,29.9,87.128099,63.457268,4.67,13.833146,1.579464,53,138,61.83,51.86,15.4,60,3.72,18.04
941,"Gen_941",60,129,122,36.6,25.8,44.173514,59.764549,3.68,12.329368,1.593505,52,148,84.82,58.45,15.3,79,4.4,21.84
942,"Gen_942",69,126,172,44.7,21.7,75.719694,40.020483,2.43,14.075165,1.323959,44,142,92.41,89.67,20.31,61,3.69,19.67
943,"Gen_943",66,132,107,36.1,26.7,60.173271,75.895256,4.28,10.434015,1.987727,55,140,54.49,51.78,21.72,63,4.01,18.43
944,"Gen_944",65,135,154,36.1,27.5,88.316461,54.557964,4.43,5.200918,1.42249,34,122,61.35,77.08,18.24,75,4.84,16.62
945,"Gen_945",70,123,128,48.8,29.5,93.58974,56.051278,2.55,10.012911,1.022183,53,135,73.94,57.31,17.66,74,4.85,19.61
946,"Gen_946",62,130,167,33.0,23.9,83.084675,96.698765,3.18,13.854073,1.891471,47,126,81.57,68.53,16.1,61,5.41,16.34
947,"Gen_947",67,110,141,32.9,24.7,89.75568,86.119424,3.94,10.626508,1.526437,58,130,74.0,78.06,20.16,63,4.17,18.82
948,"Gen_948",69,134,160,40.4,21.7,69.566298,60.797559,4.46,12.043973,1.749134,47,127,60.97,80.78,18.39,66,3.45,19.52
949,"Gen_949",62,115,154,40.9,24.6,92.929572,73.53844,2.26,14.488209,1.277595,42,144,68.58,84.34,19.1,60,5.37,16.74
